START
0.5481|0.019|0.5857|0.0|0.6094|0.0005|0.6341|0.0014|0.5118|0.0006|0.4838|0.0015|0.4597|0.0028|0.6609|0.0159|0.4246|0.0194|0.5966|0.0456|0.4991|0.0459|0.8581|0.1537|0.2521|0.1559|0.9484|0.3283|0.1425|0.3293|0.9892|0.4703|0.0433|0.4745|1.0|0.5208|0.0|0.5162|0.9505|0.5184|0.0363|0.5207|0.9269|0.5021|0.0661|0.5064|0.6842|0.4779|0.3298|0.4738|0.7245|0.7175|0.3132|0.7049|0.7152|0.9188|0.2999|0.8987|0.6432|0.941|0.3415|0.9286|0.804|1.0|0.146|0.978|
0.535|0.0188|0.5718|0.0|0.5951|0.0006|0.6193|0.0015|0.5007|0.0003|0.4739|0.0011|0.451|0.0022|0.6452|0.0156|0.4172|0.0185|0.5822|0.0452|0.486|0.0451|0.8405|0.152|0.2447|0.1553|0.9355|0.3265|0.1374|0.3281|0.9712|0.4687|0.0419|0.4728|1.0|0.5192|0.0|0.5147|0.9333|0.5178|0.0357|0.5193|0.9093|0.5016|0.0646|0.5052|0.6729|0.4695|0.3223|0.464|0.7094|0.711|0.3068|0.7008|0.7025|0.9178|0.291|0.8959|0.6319|0.9399|0.3311|0.9279|0.7852|1.0|0.142|0.977|
0.5514|0.0195|0.588|0.0|0.6117|0.0007|0.636|0.0017|0.5145|0.0002|0.486|0.001|0.4619|0.0023|0.6597|0.0159|0.4248|0.0173|0.5986|0.0461|0.5007|0.0466|0.8572|0.1543|0.2463|0.1552|0.9517|0.3277|0.1386|0.3281|0.9875|0.4691|0.0403|0.4707|1.0|0.5184|0.0|0.513|0.9476|0.5162|0.0361|0.5174|0.9234|0.502|0.0638|0.5028|0.6848|0.4764|0.327|0.4706|0.714|0.7172|0.3102|0.7048|0.7103|0.9213|0.2964|0.8947|0.6376|0.9435|0.3399|0.9255|0.803|1.0|0.1471|0.9739|
0.5535|0.0188|0.5895|0.0|0.6129|0.0007|0.6372|0.0017|0.5171|0.0003|0.4889|0.0012|0.4648|0.0025|0.6618|0.0164|0.4273|0.0178|0.6003|0.0451|0.504|0.0457|0.8585|0.1538|0.253|0.1552|0.9504|0.327|0.1425|0.3281|0.9885|0.4717|0.042|0.4724|1.0|0.5213|0.0|0.5142|0.9486|0.519|0.0371|0.5185|0.9251|0.5048|0.066|0.5041|0.6882|0.477|0.3307|0.4716|0.7158|0.7175|0.3055|0.7001|0.7202|0.92|0.293|0.8938|0.6664|0.9434|0.3372|0.9249|0.8049|1.0|0.143|0.9737|
0.5542|0.0184|0.591|0.0|0.6145|0.0005|0.6391|0.0014|0.5179|0.0006|0.4898|0.0014|0.4651|0.0026|0.6655|0.0157|0.4302|0.0181|0.6029|0.0444|0.5058|0.045|0.8691|0.1516|0.2527|0.1567|0.9411|0.3271|0.1429|0.3303|0.9905|0.4706|0.0429|0.4756|1.0|0.5219|0.0|0.5174|0.9499|0.5201|0.0368|0.5217|0.9283|0.5039|0.0656|0.5075|0.6864|0.4728|0.3299|0.4667|0.7216|0.7143|0.3121|0.707|0.7205|0.9175|0.297|0.8984|0.6693|0.9448|0.338|0.9291|0.8237|1.0|0.1489|0.9798|
0.5407|0.0185|0.5785|0.0|0.602|0.0006|0.6262|0.0015|0.5069|0.0001|0.4798|0.0008|0.4561|0.0016|0.653|0.0148|0.4208|0.0169|0.5875|0.0445|0.4927|0.0438|0.8434|0.1491|0.2451|0.1527|0.9338|0.3242|0.1371|0.3258|0.9723|0.4673|0.0427|0.4712|1.0|0.518|0.0|0.5133|0.9354|0.5169|0.0363|0.5178|0.9134|0.5003|0.0651|0.5033|0.6711|0.477|0.3204|0.4669|0.7068|0.7215|0.305|0.7124|0.7039|0.9206|0.2937|0.8993|0.6556|0.9476|0.3337|0.9289|0.8091|1.0|0.1417|0.9782|
0.5436|0.0189|0.5803|0.0|0.6034|0.0005|0.6272|0.0014|0.5092|0.0001|0.4819|0.0007|0.4582|0.0015|0.6512|0.0144|0.4218|0.015|0.589|0.0447|0.4951|0.0445|0.844|0.1488|0.2444|0.1523|0.9344|0.3244|0.138|0.3274|0.9718|0.4663|0.0441|0.4734|1.0|0.5174|0.0|0.5149|0.9336|0.5162|0.0353|0.5199|0.9105|0.4999|0.0641|0.5055|0.6748|0.478|0.323|0.4726|0.7057|0.7213|0.308|0.7073|0.7035|0.9186|0.2908|0.8984|0.6551|0.9464|0.3306|0.9276|0.8089|1.0|0.148|0.9775|
0.5435|0.0201|0.5797|0.0|0.6029|0.0003|0.6269|0.0009|0.5084|0.0006|0.4813|0.0014|0.4581|0.0024|0.6517|0.0133|0.4213|0.0166|0.5883|0.0454|0.4954|0.0458|0.845|0.1489|0.2435|0.1508|0.9237|0.3246|0.1386|0.3257|0.9724|0.4689|0.0444|0.474|1.0|0.5197|0.0|0.5165|0.9334|0.5184|0.0369|0.5215|0.9107|0.5019|0.0675|0.5079|0.6709|0.4702|0.321|0.4638|0.7049|0.7207|0.3005|0.7066|0.7024|0.9179|0.288|0.8972|0.654|0.9452|0.328|0.9265|0.8056|1.0|0.1442|0.9769|
0.5441|0.0198|0.5814|0.0|0.6048|0.0004|0.6289|0.0012|0.5095|0.0001|0.4824|0.0006|0.4593|0.0014|0.6533|0.0135|0.4217|0.0153|0.5882|0.0454|0.495|0.0451|0.8455|0.1497|0.2426|0.1492|0.9377|0.3261|0.1403|0.3245|0.9749|0.4693|0.0458|0.4727|1.0|0.5208|0.0|0.5151|0.9341|0.5194|0.0363|0.5206|0.9112|0.505|0.0673|0.507|0.669|0.4708|0.3188|0.464|0.7075|0.7161|0.3089|0.702|0.7033|0.9191|0.2955|0.9001|0.6503|0.9463|0.3337|0.9303|0.8052|1.0|0.1563|0.9788|
END
START
