START
0.5672|0.0243|0.5728|0.0105|0.5847|0.0126|0.5947|0.0142|0.5247|0.0039|0.5037|0.0019|0.4801|0.0|0.569|0.0274|0.4074|0.0135|0.5647|0.0465|0.503|0.0426|0.6807|0.1631|0.158|0.1301|0.78|0.3078|0.0382|0.2774|0.9438|0.4262|0.0231|0.4185|1.0|0.4662|0.0|0.4634|0.9893|0.4681|0.0462|0.4633|0.9604|0.457|0.0733|0.4468|0.5699|0.453|0.2503|0.4511|0.5971|0.6894|0.2307|0.6959|0.6388|0.9142|0.1766|0.9319|0.5903|0.9405|0.2285|0.9582|0.7645|0.9804|0.0108|1.0|
0.5635|0.0241|0.573|0.0117|0.5858|0.0141|0.5963|0.0159|0.5252|0.0045|0.5024|0.0021|0.479|0.0|0.5733|0.0296|0.4099|0.0128|0.5611|0.0472|0.4975|0.0417|0.6685|0.1628|0.1615|0.1287|0.7806|0.3092|0.0392|0.2774|0.946|0.4333|0.022|0.4201|1.0|0.4697|0.0|0.4651|0.9899|0.4718|0.048|0.4643|0.9621|0.4613|0.0745|0.4479|0.5575|0.4542|0.2469|0.4517|0.5854|0.6917|0.2312|0.6973|0.6368|0.9167|0.1761|0.9327|0.5862|0.9437|0.2281|0.9594|0.7622|0.9788|0.0116|1.0|
0.5811|0.0252|0.5881|0.0118|0.5975|0.0138|0.6057|0.0153|0.5424|0.0047|0.5196|0.0022|0.4983|0.0|0.5747|0.0273|0.4225|0.0112|0.5747|0.0469|0.5168|0.0413|0.6849|0.1627|0.1743|0.1244|0.7832|0.3109|0.0469|0.2763|0.95|0.4365|0.0232|0.4224|1.0|0.4748|0.0|0.4675|0.9895|0.4737|0.0472|0.4676|0.9634|0.4637|0.0754|0.4508|0.5789|0.4533|0.2539|0.4509|0.5918|0.6914|0.2282|0.6944|0.6313|0.9173|0.1698|0.9349|0.5802|0.9443|0.2|0.9617|0.7619|0.9818|0.0042|1.0|
0.5768|0.0213|0.5904|0.0094|0.6026|0.0115|0.6136|0.0133|0.5408|0.0034|0.5186|0.0019|0.4973|0.0|0.5989|0.0281|0.4325|0.0143|0.5802|0.0459|0.519|0.0397|0.7144|0.1689|0.2018|0.1297|0.8225|0.3166|0.0739|0.2822|0.9598|0.4428|0.0333|0.4256|1.0|0.4819|0.0057|0.47|0.9862|0.4813|0.0496|0.4707|0.9643|0.4691|0.0804|0.4538|0.5966|0.4573|0.2677|0.4531|0.5891|0.695|0.2319|0.6993|0.6235|0.9162|0.1601|0.9308|0.5733|0.9422|0.1918|0.9577|0.75|0.9783|0.0|1.0|
0.5823|0.0221|0.5958|0.0099|0.6105|0.0125|0.6227|0.0147|0.546|0.0033|0.5266|0.0018|0.5048|0.0|0.608|0.0266|0.4391|0.0145|0.5865|0.0478|0.5247|0.0409|0.7213|0.1656|0.2057|0.1292|0.8447|0.3127|0.0819|0.2812|0.9653|0.4445|0.031|0.4241|1.0|0.4818|0.0|0.4682|0.9834|0.4816|0.0557|0.4687|0.9625|0.4695|0.0777|0.4525|0.5976|0.4578|0.2682|0.4514|0.6096|0.6935|0.2138|0.6976|0.6117|0.9163|0.1422|0.9297|0.561|0.9413|0.1856|0.955|0.7714|0.9771|0.0077|1.0|
0.5823|0.0194|0.5983|0.0054|0.612|0.0074|0.6278|0.0094|0.5492|0.001|0.5309|0.0004|0.5106|0.0|0.6262|0.022|0.4554|0.0132|0.5951|0.0454|0.5332|0.0402|0.7434|0.1617|0.2557|0.125|0.879|0.3068|0.1327|0.2774|0.9747|0.4422|0.0719|0.423|1.0|0.4823|0.0348|0.4667|0.9776|0.482|0.0851|0.4671|0.9612|0.4687|0.1061|0.4508|0.6083|0.4588|0.2961|0.4498|0.615|0.6944|0.2364|0.6973|0.5966|0.9177|0.152|0.9304|0.545|0.9423|0.1969|0.9566|0.7513|0.9796|0.0|1.0|
0.5729|0.0144|0.5888|0.0025|0.6036|0.0039|0.6192|0.0065|0.5429|0.0001|0.5222|0.0|0.5013|0.0002|0.6267|0.0219|0.4588|0.0164|0.5931|0.0406|0.5325|0.0383|0.7672|0.1593|0.2709|0.1297|0.8851|0.3066|0.1407|0.2817|0.9755|0.444|0.0662|0.4291|1.0|0.4839|0.0121|0.473|0.9741|0.483|0.0603|0.4753|0.9603|0.4711|0.0912|0.4634|0.6204|0.4615|0.3044|0.4461|0.5995|0.6955|0.2209|0.6891|0.5845|0.9185|0.1519|0.9238|0.53|0.9432|0.1958|0.9511|0.6924|0.9827|0.0|1.0|
0.5377|0.0129|0.5636|0.0002|0.5805|0.0009|0.6019|0.0018|0.5074|0.0|0.4902|0.0008|0.4681|0.0016|0.6264|0.0179|0.4464|0.0164|0.5711|0.0382|0.5018|0.0377|0.7916|0.1522|0.2772|0.1315|0.9083|0.3044|0.1396|0.2888|0.9833|0.4446|0.0479|0.4256|1.0|0.4867|0.0|0.4701|0.98|0.4853|0.0486|0.4722|0.9615|0.4736|0.0704|0.4587|0.6338|0.4585|0.3046|0.44|0.6093|0.6887|0.2348|0.6815|0.5852|0.9162|0.193|0.9203|0.5306|0.9407|0.21|0.9471|0.6943|0.9816|0.0957|1.0|
0.4759|0.0247|0.4955|0.0027|0.5194|0.0016|0.5382|0.0|0.4462|0.0069|0.4341|0.0085|0.4189|0.01|0.5886|0.0081|0.4087|0.0192|0.5297|0.0433|0.4598|0.0465|0.8173|0.1162|0.2986|0.1289|0.9285|0.2736|0.1713|0.2779|0.9718|0.4135|0.0606|0.4124|1.0|0.4507|0.0|0.4513|0.9693|0.4515|0.0457|0.4552|0.9476|0.4411|0.0811|0.4432|0.6738|0.4239|0.3542|0.4151|0.6274|0.6519|0.3172|0.6408|0.5685|0.8546|0.2624|0.913|0.5521|0.8768|0.2708|0.9395|0.6639|0.9214|0.1923|1.0|
0.4434|0.0285|0.4607|0.005|0.4793|0.0027|0.5005|0.0|0.4142|0.0118|0.3973|0.014|0.3788|0.0161|0.5554|0.0065|0.3731|0.0266|0.4986|0.045|0.4311|0.0516|0.8066|0.1196|0.2771|0.1436|0.9049|0.2758|0.1695|0.2967|0.9696|0.4125|0.057|0.4362|1.0|0.45|0.0|0.4746|0.96|0.4505|0.0385|0.478|0.9418|0.4399|0.0618|0.4653|0.6594|0.4345|0.3538|0.4271|0.6521|0.6635|0.3346|0.6525|0.5741|0.8665|0.2636|0.9185|0.5328|0.9003|0.2834|0.9532|0.6752|0.9352|0.2015|1.0|
